id,customer_name,sentiment,csat_score,call_timestamp,Call_Day,reason,city,state,channel,response_time,call_duration_in_minutes,call_center
WLT-58668478-7-545258-CF,"Moria Eddoes","Very Negative",1,10/13/2020,13,"Billing Question",Everett,Washington,Web,"Below SLA",6,Baltimore/MD
WLT-64415059-b-113294-Gg,"Art Elan","Very Negative",0,10/18/2020,18,"Billing Question",Pasadena,California,Chatbot,"Below SLA",28,"Los Angeles/CA"
WLU-43720412-H-314213-bc,"Paxton Puckham","Very Negative",0,10/17/2020,17,"Billing Question",Concord,California,Call-Center,"Within SLA",40,Baltimore/MD
WLU-74871106-h-597904-KZ,"Gabbie Malser",Negative,0,10/13/2020,13,"Billing Question",Greensboro,"North Carolina",Web,"Below SLA",37,Baltimore/MD
WLV-89892694-J-987857-lc,"Mag Szymanowski",Neutral,5,10-04-2020,4,"Billing Question","Hot Springs National Park",Arkansas,Chatbot,"Within SLA",34,Chicago/IL
WLW-03728816-x-300794-XH,"Casandra Schusterl",Neutral,0,10-03-2020,3,"Billing Question","Fort Lauderdale",Florida,Call-Center,"Within SLA",13,Denver/CO
WLX-35817480-S-779616-KL,"Johnathan Capponeer",Positive,0,10/23/2020,23,"Billing Question",Lincoln,Nebraska,Call-Center,"Within SLA",38,Baltimore/MD
WLX-82989838-N-603829-CU,"Ker Vermer",Neutral,5,10/28/2020,28,"Billing Question",Orlando,Florida,Email,"Within SLA",28,Baltimore/MD
WLY-91442648-q-872531-E0,"Erma Paulucci",Negative,4,10-03-2020,3,"Billing Question","San Luis Obispo",California,Email,"Below SLA",5,"Los Angeles/CA"
WLY-94324265-V-086457-TP,"Taber Brehaut",Neutral,0,10/22/2020,22,"Billing Question",Phoenix,Arizona,Chatbot,"Below SLA",36,Chicago/IL
WLZ-06570366-L-799436-Zk,"Conrad Parlott",Negative,0,10/21/2020,21,"Billing Question",Brockton,Massachusetts,Chatbot,"Within SLA",6,Denver/CO
WLZ-33844641-X-626451-dA,"Jerrylee Charlton",Negative,3,10-12-2020,12,"Service Outage","Boca Raton",Florida,Chatbot,"Within SLA",28,Chicago/IL
WLZ-49651558-n-847882-J1,"Shae Gero",Neutral,6,10/28/2020,28,"Service Outage",Wichita,Kansas,Web,"Above SLA",34,"Los Angeles/CA"
WMA-14929713-1-146812-Fq,"Eduino Tott",Negative,0,10/20/2020,20,"Billing Question","San Francisco",California,Email,"Within SLA",9,Chicago/IL
WMA-34461804-n-496701-8d,"Huntlee Canland",Positive,0,10/18/2020,18,"Billing Question",Tulsa,Oklahoma,Call-Center,"Within SLA",45,Chicago/IL
WMA-45712668-R-764575-8Y,"Angie Francklin",Negative,4,10/25/2020,25,"Billing Question",Evansville,Indiana,Email,"Within SLA",23,"Los Angeles/CA"
WMA-62939156-L-480977-lA,"Nelia Gammon",Neutral,6,10/16/2020,16,"Billing Question",Garland,Texas,Call-Center,"Below SLA",7,Baltimore/MD
WMA-69928696-C-195864-fY,"Rudyard Brun",Neutral,0,10-01-2020,1,"Billing Question",Memphis,Tennessee,Email,"Within SLA",45,Chicago/IL
WMA-82706453-A-038883-fz,"Elyn MacGillicuddy",Neutral,8,10/25/2020,25,"Billing Question",Evansville,Indiana,Chatbot,"Above SLA",37,Denver/CO
WMB-03959261-F-722919-dp,"Kiley Westley",Negative,0,10/15/2020,15,"Billing Question","New Orleans",Louisiana,Call-Center,"Within SLA",36,Chicago/IL
WMB-45105045-N-617700-25,"Daphene Sollowaye","Very Negative",0,10-01-2020,1,"Billing Question",Waterbury,Connecticut,Chatbot,"Below SLA",35,Baltimore/MD
WMC-07870596-y-016386-Qu,"Johnette Ducker",Negative,0,10/17/2020,17,Payments,Independence,Missouri,Call-Center,"Within SLA",23,"Los Angeles/CA"
WMC-43436418-p-628534-rI,"Halli Urion",Negative,4,10/29/2020,29,"Billing Question",Dayton,Ohio,Web,"Within SLA",44,"Los Angeles/CA"
WMC-65234097-4-036562-2w,"Deanne Rowter","Very Negative",4,10-11-2020,11,"Billing Question",Lakeland,Florida,Email,"Within SLA",9,Baltimore/MD
WMC-74549405-T-340335-8l,"Galen Le Claire","Very Positive",0,10-12-2020,12,"Billing Question",Rochester,"New York",Chatbot,"Within SLA",13,"Los Angeles/CA"
WMC-86240270-8-785493-PV,"Hurley McGhie",Negative,0,10/27/2020,27,"Service Outage",Tucson,Arizona,Email,"Above SLA",19,Baltimore/MD
WMD-14444391-N-310954-BT,"Leoline Spurdle","Very Negative",0,10-02-2020,2,"Service Outage",Columbus,Ohio,Chatbot,"Below SLA",26,Baltimore/MD
WMF-50874693-6-507526-D2,"Morgen Caldecutt","Very Negative",0,10-09-2020,9,"Billing Question",Pittsburgh,Pennsylvania,Email,"Above SLA",38,"Los Angeles/CA"
WMF-70221486-Z-026517-By,"Gae Jillis",Neutral,6,10/17/2020,17,Payments,Morgantown,"West Virginia",Call-Center,"Below SLA",11,"Los Angeles/CA"
WMF-71102316-w-635317-CY,"Thibaut Glassopp",Neutral,0,10-07-2020,7,"Service Outage",Jackson,Mississippi,Email,"Within SLA",43,"Los Angeles/CA"
WMF-98781080-G-203795-Ir,"Alvera Bunten",Negative,0,10/29/2020,29,"Billing Question",Naples,Florida,Web,"Below SLA",16,"Los Angeles/CA"
WMH-01068449-P-728513-Cp,"Cara Freire",Neutral,7,10/29/2020,29,"Billing Question","San Antonio",Texas,Web,"Within SLA",37,Baltimore/MD
WMH-46995366-R-007635-Eq,"Sarine Larrad",Negative,0,10/14/2020,14,"Billing Question",Glendale,California,Email,"Within SLA",29,"Los Angeles/CA"
WMJ-54694058-U-840361-2E,"Patty Blitz",Positive,8,10-12-2020,12,Payments,Boulder,Colorado,Call-Center,"Within SLA",39,"Los Angeles/CA"
WMJ-63078351-g-538750-7n,"Dirk Guinery",Neutral,0,10-05-2020,5,"Billing Question",Dayton,Ohio,Chatbot,"Below SLA",14,"Los Angeles/CA"
WMJ-91023933-O-893290-Gg,"Forrester Derl",Negative,3,10/29/2020,29,"Billing Question","El Paso",Texas,Call-Center,"Within SLA",21,Baltimore/MD
WMK-53470523-t-979771-6D,"Tamarra Pavier",Negative,4,10/23/2020,23,"Billing Question",Washington,"District of Columbia",Chatbot,"Within SLA",14,Baltimore/MD
WMK-97639982-t-577716-Ym,"Guillaume Withers",Neutral,0,10/21/2020,21,"Service Outage",Washington,"District of Columbia",Chatbot,"Within SLA",22,"Los Angeles/CA"
WML-15690639-J-512537-Xn,"Chester Jevons",Negative,0,10-11-2020,11,"Billing Question",Pasadena,Texas,Email,"Below SLA",24,Baltimore/MD
WML-19108279-Z-522372-RG,"Konstanze Dewbury","Very Negative",0,10/20/2020,20,"Billing Question",Chicago,Illinois,Email,"Below SLA",5,"Los Angeles/CA"
WMM-34755872-0-223768-rT,"Gusty Tatton","Very Negative",0,10/30/2020,30,Payments,"El Paso",Texas,Call-Center,"Within SLA",14,Baltimore/MD
WMM-50242783-P-139244-qv,"Cassie Leigh",Negative,0,10-05-2020,5,"Billing Question",Bloomington,Illinois,Call-Center,"Above SLA",14,Chicago/IL
WMO-32565936-I-311732-a0,"Emeline Zupone",Negative,4,10/30/2020,30,"Billing Question",Raleigh,"North Carolina",Email,"Within SLA",19,Chicago/IL
WMO-38070345-a-613064-zX,"Nora Wiltshear",Positive,9,10-05-2020,5,"Service Outage",Davenport,Iowa,Web,"Below SLA",9,Baltimore/MD
WMO-52945239-g-701194-Rj,"Ettore Gaven",Neutral,0,10-09-2020,9,"Billing Question",Beaumont,Texas,Call-Center,"Below SLA",27,Baltimore/MD
WMP-27532785-U-521938-Te,"Roseline Prickett",Neutral,7,10/19/2020,19,Payments,Baltimore,Maryland,Call-Center,"Within SLA",45,"Los Angeles/CA"
WMP-87171531-G-693418-z3,"Raquel Blondelle",Negative,0,10-05-2020,5,"Billing Question",Albuquerque,"New Mexico",Call-Center,"Within SLA",38,Denver/CO
WMP-95869489-Y-398455-nx,"Alberik Melsome","Very Negative",0,10/23/2020,23,"Billing Question",Macon,Georgia,Email,"Within SLA",32,Chicago/IL
WMQ-06227539-Z-890375-MI,"Brigitta Robeson","Very Negative",0,10-02-2020,2,Payments,"New York City","New York",Call-Center,"Within SLA",15,Chicago/IL
WMR-31451224-i-697132-DZ,"Flossie Lennarde",Negative,0,10-05-2020,5,"Billing Question",Indianapolis,Indiana,Chatbot,"Within SLA",23,Chicago/IL
WMR-40410838-n-503386-Mn,"Marilyn Laxston",Neutral,0,10/19/2020,19,"Billing Question",Sacramento,California,Chatbot,"Within SLA",7,Baltimore/MD
WMS-19580456-G-837918-FN,"Goldy Giles",Positive,8,10/18/2020,18,"Billing Question",Lubbock,Texas,Chatbot,"Within SLA",7,Chicago/IL
WMT-05271122-y-771479-Od,"Micah Richardt",Negative,4,10/23/2020,23,"Billing Question","New York City","New York",Chatbot,"Below SLA",12,Chicago/IL
WMT-60861796-s-270286-Yc,"Clarance Alves",Negative,0,10/17/2020,17,"Billing Question",Springfield,Missouri,Chatbot,"Within SLA",44,Denver/CO
WMU-69701476-o-824808-Ld,"Bartolemo Moorey","Very Negative",0,10/24/2020,24,Payments,Austin,Texas,Call-Center,"Within SLA",6,Chicago/IL
WMV-75904778-m-182185-ZC,"Ardath Collie",Negative,0,10/14/2020,14,"Billing Question",Midland,Texas,Chatbot,"Above SLA",21,"Los Angeles/CA"
WMV-84195719-n-714715-YB,"Bing Wasbrough",Neutral,7,10/28/2020,28,"Billing Question",Washington,"District of Columbia",Web,"Within SLA",21,"Los Angeles/CA"
WMX-77005620-A-570876-2X,"Breena Kuhnwald",Negative,4,10/28/2020,28,Payments,Pittsburgh,Pennsylvania,Call-Center,"Within SLA",43,Baltimore/MD
WMY-65146797-R-779475-sm,"Jules Meriott",Negative,4,10/25/2020,25,"Billing Question",Newark,Delaware,Email,"Below SLA",22,"Los Angeles/CA"
WMY-68352052-c-083670-Rx,"Anneliese Klosterman",Neutral,7,10-07-2020,7,"Billing Question",Raleigh,"North Carolina",Chatbot,"Below SLA",31,Baltimore/MD
WMZ-01356928-O-784230-jV,"Forrest Stanfield",Neutral,0,10-05-2020,5,"Billing Question",Bowie,Maryland,Web,"Above SLA",26,Denver/CO
WMZ-23292945-H-851623-G9,"Vinni Prettyman",Neutral,0,10/18/2020,18,"Billing Question",Washington,"District of Columbia",Call-Center,"Within SLA",42,Baltimore/MD
WMZ-46520837-R-256590-q1,"Hamil O'Fihily",Negative,0,10-04-2020,4,"Billing Question",Rochester,"New York",Email,"Within SLA",36,"Los Angeles/CA"
WNA-41695811-7-427240-ra,"Nils Kunzel",Negative,3,10-08-2020,8,Payments,Washington,"District of Columbia",Call-Center,"Within SLA",31,"Los Angeles/CA"
WNA-68850152-v-461697-vC,"Benjie Wemm","Very Negative",0,10-12-2020,12,"Billing Question",Philadelphia,Pennsylvania,Call-Center,"Below SLA",29,Chicago/IL
WNA-76364050-S-750796-Dh,"Leticia Phillimore",Neutral,8,10/27/2020,27,"Billing Question",Asheville,"North Carolina",Chatbot,"Above SLA",25,"Los Angeles/CA"
WNB-42893554-v-909410-XB,"Wendie Landrean",Neutral,0,10-06-2020,6,"Billing Question",Indianapolis,Indiana,Call-Center,"Above SLA",22,Baltimore/MD
WNB-46323577-S-258187-nr,"Alan Itshak",Positive,8,10/15/2020,15,Payments,"New Hyde Park","New York",Call-Center,"Within SLA",39,"Los Angeles/CA"
WNF-12351350-W-672094-lO,"Katha Kember","Very Negative",3,10/20/2020,20,"Service Outage",Seattle,Washington,Web,"Within SLA",39,Baltimore/MD
WNF-27453754-f-858696-Bo,"Reine Aucutt",Negative,0,10/20/2020,20,"Billing Question",Youngstown,Ohio,Email,"Below SLA",35,Chicago/IL
WNH-10617063-T-875219-3d,"Siobhan Lent",Negative,5,10/27/2020,27,Payments,Peoria,Illinois,Call-Center,"Below SLA",10,"Los Angeles/CA"
WNH-23954028-g-240444-ea,"Lacy Sauvage",Neutral,0,10/15/2020,15,"Billing Question",Peoria,Illinois,Call-Center,"Within SLA",22,Baltimore/MD
WNH-42844863-9-445791-fP,"Constancy Pond-Jones",Negative,0,10/13/2020,13,"Billing Question","Young America",Minnesota,Web,"Below SLA",39,"Los Angeles/CA"
WNI-78182328-9-956628-13,"Niccolo Blazewicz",Negative,0,10/19/2020,19,"Billing Question","Fort Worth",Texas,Chatbot,"Within SLA",11,"Los Angeles/CA"
WNI-96162284-7-598455-SP,"Riva De Wolfe","Very Negative",0,10/30/2020,30,"Billing Question",Indianapolis,Indiana,Call-Center,"Above SLA",31,"Los Angeles/CA"
WNK-31413779-k-177964-IN,"Raymond Moodey",Negative,3,10/28/2020,28,"Billing Question",Houston,Texas,Call-Center,"Above SLA",14,"Los Angeles/CA"
WNK-45763497-i-204267-CG,"Hardy Deerr",Negative,0,10/18/2020,18,"Billing Question",Lincoln,Nebraska,Chatbot,"Within SLA",44,Baltimore/MD
WNL-53374278-X-056603-Qt,"Margret Lammertz","Very Negative",0,10-09-2020,9,"Billing Question",Pensacola,Florida,Email,"Within SLA",21,Chicago/IL
WNL-64074774-K-030339-Zq,"Leroi Leidl","Very Positive",0,10/18/2020,18,"Service Outage","San Diego",California,Email,"Within SLA",22,"Los Angeles/CA"
WNL-73584937-B-234015-v6,"Marv Ixer",Negative,0,10/30/2020,30,"Billing Question",Albany,"New York",Chatbot,"Within SLA",20,"Los Angeles/CA"
WNM-15430929-q-435712-lR,"Katerine Boullen",Neutral,0,10/15/2020,15,"Service Outage",Chicago,Illinois,Web,"Within SLA",34,Baltimore/MD
WNN-09905618-e-402276-s8,"Howard Andreia",Neutral,0,10-11-2020,11,"Billing Question",Cincinnati,Ohio,Email,"Within SLA",41,Chicago/IL
WNN-62885242-r-439740-mH,"Nathanael Schuler","Very Negative",1,10/22/2020,22,"Billing Question",Portland,Oregon,Call-Center,"Within SLA",39,"Los Angeles/CA"
WNO-41789705-q-846996-dU,"Alec Neljes",Negative,0,10/23/2020,23,"Billing Question","El Paso",Texas,Email,"Within SLA",15,"Los Angeles/CA"
WNP-20056664-v-569633-Td,"Clyde Allsep",Neutral,7,10-09-2020,9,"Billing Question",Houston,Texas,Call-Center,"Below SLA",44,Denver/CO
WNQ-05916550-B-693878-DC,"Philipa Quinnet","Very Negative",0,10/16/2020,16,"Billing Question",Fresno,California,Chatbot,"Within SLA",25,"Los Angeles/CA"
WNQ-22019063-d-942753-d3,"Renee Baudy",Negative,0,10/23/2020,23,"Billing Question",Dallas,Texas,Web,"Within SLA",6,Baltimore/MD
WNQ-75943853-8-335237-5R,"Corrina Cresser",Neutral,0,10/20/2020,20,"Billing Question",Minneapolis,Minnesota,Web,"Below SLA",11,Baltimore/MD
WNR-23935401-R-171624-xb,"Holly Galilee",Neutral,0,10/22/2020,22,"Billing Question",Portland,Oregon,Email,"Above SLA",27,"Los Angeles/CA"
WNR-36737601-M-115060-7J,"Nixie Blinman",Neutral,7,10-04-2020,4,"Billing Question",Jacksonville,Florida,Web,"Below SLA",5,"Los Angeles/CA"
WNS-25632440-Q-611451-GW,"Bentley Dougherty",Negative,0,10-02-2020,2,Payments,Oakland,California,Call-Center,"Within SLA",32,Baltimore/MD
WNS-38192108-8-982652-EU,"Lilas Jochanany",Negative,3,10/19/2020,19,"Billing Question",Peoria,Illinois,Web,"Within SLA",32,"Los Angeles/CA"
WNS-60139104-F-115686-xG,"Cynthy Selley",Neutral,0,10-01-2020,1,"Billing Question",Washington,"District of Columbia",Chatbot,"Within SLA",12,Baltimore/MD
WNT-07650798-7-806906-io,"Yelena Burnup","Very Positive",9,10-03-2020,3,"Billing Question",Flushing,"New York",Call-Center,"Within SLA",30,"Los Angeles/CA"
WNT-65635840-g-987532-HA,"Anna-diana Tilburn",Negative,0,10-06-2020,6,Payments,"El Paso",Texas,Call-Center,"Within SLA",8,"Los Angeles/CA"
WNT-72051844-T-306322-u7,"Phillida Fettis",Neutral,0,10-03-2020,3,"Billing Question","Silver Spring",Maryland,Chatbot,"Within SLA",44,"Los Angeles/CA"
WNT-73504160-7-527819-s6,"Inglebert Gregorio",Positive,0,10-04-2020,4,"Billing Question",Syracuse,"New York",Chatbot,"Within SLA",41,Baltimore/MD
WNU-50445965-2-664181-X4,"Hugo Surcomb",Neutral,0,10/29/2020,29,"Billing Question",Baltimore,Maryland,Chatbot,"Within SLA",42,Denver/CO
WNU-89586618-r-816601-vi,"Dene Kinnin",Neutral,0,10/15/2020,15,"Billing Question",Nashville,Tennessee,Call-Center,"Within SLA",25,Denver/CO
WNV-99340098-B-723906-WL,"Borden Maffioni",Neutral,0,10/28/2020,28,Payments,Austin,Texas,Call-Center,"Below SLA",42,Baltimore/MD
WNW-70158496-V-363192-9z,"Karlene Sheardown",Neutral,0,10/18/2020,18,Payments,Beaumont,Texas,Call-Center,"Within SLA",8,Chicago/IL
WNW-79544697-5-062649-11,"Oriana Litton",Neutral,0,10/16/2020,16,Payments,Mesa,Arizona,Call-Center,"Within SLA",9,Chicago/IL
WNX-02386899-S-545038-wR,"Jaine Clymer",Neutral,7,10/16/2020,16,"Service Outage","Idaho Falls",Idaho,Email,"Within SLA",29,Chicago/IL
WNX-08080733-f-212431-19,"Shea Morat",Neutral,0,10/17/2020,17,"Billing Question",Louisville,Kentucky,Chatbot,"Below SLA",15,Baltimore/MD
WNX-36529795-d-080870-Xo,"Olimpia Elsmere",Neutral,0,10-04-2020,4,"Billing Question","Los Angeles",California,Email,"Within SLA",14,Baltimore/MD
WNX-54483261-T-114410-GW,"Chase Maton",Negative,0,10-05-2020,5,"Service Outage",Pittsburgh,Pennsylvania,Web,"Within SLA",7,Denver/CO
WNY-55152499-K-203332-zl,"Minette Klaaassen","Very Negative",1,10/23/2020,23,"Billing Question",Topeka,Kansas,Email,"Within SLA",36,"Los Angeles/CA"
WNY-56653500-Q-326529-dY,"Arnold Coutthart",Negative,0,10/14/2020,14,"Billing Question",Richmond,Virginia,Web,"Within SLA",39,Chicago/IL
WNZ-23910561-L-762693-Zj,"Neal Moultrie",Negative,0,10-06-2020,6,Payments,Philadelphia,Pennsylvania,Call-Center,"Within SLA",39,Baltimore/MD
WNZ-42148769-x-119893-6I,"Janetta Marklow",Neutral,5,10-04-2020,4,"Billing Question",Lexington,Kentucky,Call-Center,"Within SLA",37,"Los Angeles/CA"
WNZ-42811993-a-970472-QP,"Cristie Radsdale",Negative,0,10-12-2020,12,"Billing Question","San Diego",California,Chatbot,"Within SLA",17,Chicago/IL
WNZ-57239293-Y-397083-Yv,"Justen Polo",Negative,0,10-06-2020,6,"Billing Question","New York City","New York",Web,"Below SLA",37,"Los Angeles/CA"
WOA-15766900-j-753260-4m,"Hazel Dorow",Negative,0,10-09-2020,9,"Billing Question","North Little Rock",Arkansas,Call-Center,"Within SLA",40,Baltimore/MD
WOB-36157285-O-479906-07,"Mariette McEttigen",Negative,4,10-06-2020,6,"Service Outage","West Palm Beach",Florida,Chatbot,"Within SLA",19,Baltimore/MD
WOB-37961316-F-103371-yV,"Dedie Mirando","Very Positive",9,10/15/2020,15,"Billing Question",Jackson,Mississippi,Call-Center,"Within SLA",21,Chicago/IL
WOB-54915950-d-419453-ES,"Nola Ballin",Positive,0,10/19/2020,19,Payments,"Cedar Rapids",Iowa,Call-Center,"Below SLA",44,Chicago/IL
WOC-76465328-I-150234-ug,"Britt Hallet",Neutral,7,10-01-2020,1,"Billing Question",Nashville,Tennessee,Chatbot,"Within SLA",19,"Los Angeles/CA"
WOE-14175957-J-355586-Ko,"Darby Butterley","Very Negative",0,10/18/2020,18,"Billing Question",Washington,"District of Columbia",Email,"Below SLA",35,Chicago/IL
WOE-35526343-M-208716-3K,"Terrie McElhinney","Very Negative",3,10-11-2020,11,"Service Outage",Lansing,Michigan,Chatbot,"Within SLA",45,"Los Angeles/CA"
WOE-50749864-M-239829-jo,"Lutero Rudolfer","Very Negative",0,10/26/2020,26,"Billing Question",Denver,Colorado,Web,"Within SLA",26,Baltimore/MD
WOE-78649856-F-773839-uK,"Joshia Athow",Neutral,0,10/26/2020,26,"Billing Question","Corpus Christi",Texas,Chatbot,"Below SLA",18,"Los Angeles/CA"
WOF-10195008-t-304320-UQ,"Colan Pane",Negative,0,10/24/2020,24,Payments,Clearwater,Florida,Call-Center,"Within SLA",17,"Los Angeles/CA"
WOF-27302308-d-407613-zw,"Kylie MacMichael",Positive,0,10/30/2020,30,"Billing Question",Norfolk,Virginia,Chatbot,"Below SLA",27,Baltimore/MD
WOF-29713037-l-963688-h9,"Darby Stonhouse",Positive,0,10-03-2020,3,"Billing Question",Springfield,Massachusetts,Chatbot,"Below SLA",36,"Los Angeles/CA"
WOF-55373745-e-747007-Tp,"Fanny Aitchison",Negative,0,10-09-2020,9,"Billing Question","Wilkes Barre",Pennsylvania,Email,"Within SLA",23,"Los Angeles/CA"
WOF-83259800-L-335734-VH,"Adrian Henfre",Neutral,0,10-01-2020,1,"Service Outage",Nashville,Tennessee,Email,"Below SLA",6,Chicago/IL
WOG-19165563-L-072942-y7,"Putnem Robbins",Negative,0,10/17/2020,17,Payments,"Kansas City",Missouri,Call-Center,"Below SLA",30,Chicago/IL
WOH-75011090-u-393789-AE,"Dulcy Cassidy",Neutral,8,10/22/2020,22,"Billing Question",Torrance,California,Call-Center,"Within SLA",34,Baltimore/MD
WOH-91981903-h-308674-bm,"Rochella Quesne","Very Negative",0,10/30/2020,30,"Billing Question",Bridgeport,Connecticut,Chatbot,"Within SLA",10,Baltimore/MD
WOI-13098064-P-150370-4v,"Harlan Trumper","Very Negative",1,10/13/2020,13,Payments,Tyler,Texas,Call-Center,"Below SLA",8,"Los Angeles/CA"
WOI-25273292-6-479096-vf,"Melanie Crosi",Positive,7,10/15/2020,15,Payments,Phoenix,Arizona,Call-Center,"Within SLA",44,"Los Angeles/CA"
WOI-53576618-5-011895-zf,"Ermina Rainon",Negative,0,10/17/2020,17,Payments,Lima,Ohio,Call-Center,"Below SLA",37,Baltimore/MD
WOI-72287222-u-782547-qh,"Arda Pouton",Neutral,6,10/21/2020,21,"Billing Question",Pomona,California,Chatbot,"Within SLA",44,Denver/CO
WOI-79210595-L-933470-a6,"Augustine McKague",Negative,0,10-03-2020,3,"Billing Question",Beaufort,"South Carolina",Email,"Above SLA",27,Chicago/IL
WOJ-44095480-0-773376-9r,"Marigold Oxnam",Neutral,8,10/24/2020,24,"Billing Question",Tampa,Florida,Web,"Above SLA",27,"Los Angeles/CA"
WOJ-50418816-P-361471-Lf,"Upton Lage",Negative,0,10/17/2020,17,"Billing Question",Pensacola,Florida,Call-Center,"Within SLA",26,Baltimore/MD
WOK-23700506-g-327711-hK,"Zak Roblou",Negative,3,10-04-2020,4,"Billing Question","New York City","New York",Call-Center,"Below SLA",30,Baltimore/MD
WOK-61398285-k-907984-9A,"Kincaid Dawdary",Negative,0,10/15/2020,15,"Billing Question",Miami,Florida,Web,"Within SLA",18,Baltimore/MD
WOL-22241159-Y-857422-2y,"Dynah Mathiassen",Neutral,0,10-11-2020,11,"Billing Question",Brooklyn,"New York",Email,"Within SLA",19,"Los Angeles/CA"
WOM-47778046-C-429253-ES,"Marlyn Lundie",Neutral,0,10-03-2020,3,"Billing Question",Henderson,Nevada,Web,"Within SLA",22,Baltimore/MD
WOM-75265836-4-875044-3P,"Cindie Hallgate","Very Negative",4,10/14/2020,14,"Billing Question",Montgomery,Alabama,Web,"Within SLA",26,Denver/CO
WOM-86793055-e-163400-MN,"Regina Ebbles",Negative,0,10-01-2020,1,"Billing Question","San Antonio",Texas,Web,"Within SLA",37,Denver/CO
WON-21612320-R-047224-Hq,"Moses Dunmore",Neutral,5,10-12-2020,12,"Billing Question",Minneapolis,Minnesota,Call-Center,"Above SLA",42,"Los Angeles/CA"
WOO-45613117-F-210755-vE,"Christa Binnell",Negative,6,10-12-2020,12,"Billing Question",Milwaukee,Wisconsin,Chatbot,"Within SLA",22,"Los Angeles/CA"
WOO-59994798-q-867345-QY,"Saunderson Deal","Very Negative",0,10/19/2020,19,"Billing Question","Saint Paul",Minnesota,Chatbot,"Below SLA",7,Baltimore/MD
WOP-35961777-g-398579-zL,"Johnette Targe","Very Negative",0,10-05-2020,5,Payments,Erie,Pennsylvania,Call-Center,"Within SLA",7,Baltimore/MD
WOP-51626640-E-052962-i2,"Opalina Barthelemy","Very Negative",0,10/24/2020,24,"Billing Question",Minneapolis,Minnesota,Email,"Below SLA",35,"Los Angeles/CA"
WOP-61785711-G-314689-tt,"Cassandra Ragsdale",Negative,0,10-07-2020,7,"Billing Question","Lake Worth",Florida,Call-Center,"Within SLA",10,"Los Angeles/CA"
WOR-60387661-U-276994-11,"Berthe Wilkins",Negative,0,10/22/2020,22,"Billing Question",Vienna,Virginia,Web,"Within SLA",40,Baltimore/MD
WOS-44841813-k-014114-kp,"Yvon Adelsberg","Very Positive",9,10/26/2020,26,"Service Outage",Birmingham,Alabama,Web,"Below SLA",41,Baltimore/MD
WOT-24264539-j-299817-3r,"Sibella Blazewicz","Very Negative",4,10-01-2020,1,Payments,"New York City","New York",Call-Center,"Within SLA",5,Denver/CO
WOT-81062965-H-654202-ZE,"Cherin Jenk",Neutral,7,10/20/2020,20,"Billing Question","New Haven",Connecticut,Chatbot,"Within SLA",9,Chicago/IL
WOT-85654476-M-369723-qZ,"Kipper Batty",Neutral,0,10-03-2020,3,"Billing Question",Chicago,Illinois,Email,"Within SLA",40,Chicago/IL
WOU-53762429-M-614903-lW,"Madelon Kitchinham",Neutral,0,10/16/2020,16,"Billing Question","Santa Cruz",California,Email,"Within SLA",43,"Los Angeles/CA"
WOW-48768458-7-230752-qd,"Caryl Crasford",Neutral,5,10/24/2020,24,"Billing Question",Arlington,Virginia,Web,"Within SLA",44,"Los Angeles/CA"
WOW-54492877-z-950167-aF,"Northrop Suttaby",Negative,0,10-06-2020,6,"Billing Question","Boynton Beach",Florida,Web,"Above SLA",26,"Los Angeles/CA"
WOX-20065743-b-149097-e2,"Madison Winship",Neutral,6,10/20/2020,20,"Billing Question","El Paso",Texas,Email,"Within SLA",5,Chicago/IL
WOX-63287394-K-810732-Fz,"Demetre Paull",Neutral,0,10/21/2020,21,"Billing Question",Ventura,California,Call-Center,"Within SLA",22,Baltimore/MD
WOY-16901398-7-039438-2n,"Netta Jacob",Negative,0,10-12-2020,12,Payments,Jackson,Mississippi,Call-Center,"Above SLA",12,"Los Angeles/CA"
WOY-63550104-S-557819-LP,"Aldwin Wight",Negative,0,10/16/2020,16,"Billing Question",Mobile,Alabama,Web,"Below SLA",14,Baltimore/MD
WOY-93177813-7-026570-i4,"Melanie Colisbe",Neutral,0,10/22/2020,22,"Billing Question","El Paso",Texas,Web,"Within SLA",41,Baltimore/MD
WPA-02626447-W-931347-Yo,"Sydney Chilcotte","Very Negative",1,10-05-2020,5,"Billing Question","Winston Salem","North Carolina",Chatbot,"Below SLA",35,Baltimore/MD
WPA-30501997-W-367713-gS,"Debi Winspurr",Positive,0,10/24/2020,24,Payments,Huntsville,Alabama,Call-Center,"Within SLA",21,Baltimore/MD
WPB-97763830-d-923327-ik,"Tania Cranmor",Positive,7,10-08-2020,8,Payments,Cleveland,Ohio,Call-Center,"Within SLA",9,"Los Angeles/CA"
WPC-06949678-8-980649-U0,"Brad Stapford",Negative,6,10-10-2020,10,"Billing Question",Columbus,Georgia,Web,"Within SLA",34,Baltimore/MD
WPC-67425631-a-448554-3b,"Selby Paddon",Neutral,0,10/15/2020,15,"Service Outage",Houston,Texas,Chatbot,"Within SLA",30,"Los Angeles/CA"
WPD-10456573-b-909434-bx,"Rae Dalligan",Negative,0,10/19/2020,19,"Billing Question",Philadelphia,Pennsylvania,Chatbot,"Within SLA",37,Baltimore/MD
WPD-55386104-t-634907-eR,"Hayes Dalloway",Negative,0,10/29/2020,29,"Billing Question",Pasadena,California,Call-Center,"Above SLA",9,"Los Angeles/CA"
